# RST localization TSV file for a build 1.3.6rc
#
# All files with tsv extension from the following directories are read on game start (relative to game installation):
#   Mods/
#   ../../workshop/content/812040/
#
# There are two ways to tell the game to use a specific language. One is by using cmd line arg
# "--language=German" and another option is to choose from the Language dropdown in the game.
#
# The game ONLY parses lines that:
# 1. start with ':' character. These are processing directives.
# 2. have at least 3 tab separated columns. These are dictionary entries. All strings are in UTF-8 encoding.
#
# Columns:
#  * "context/comment" just gives a hint where this line is in the game, it's not imported.
#  * "key" (case-sensitive) is a phrase matched in the game. If localization context is given (use-in column), both context and key must match.
#  * "translation" is what will be shown in the game.
#  * "max-len" is a hint how many characters approximately can the translation be without truncation or overflow. Not imported.
#  * "use-in" is empty by default, but localization context ids from usable-in column can be copied here to constrain where this line will be used.
#  * "usable-in" is a list of all localization context ids that can be copied into use-in. Not imported.
#
# use-in column format examples:
#  2035575234:Menu panel.prefab - points to one particular part inside menu prefab (that part has localization context id 2035575234)
#  310402963:Menu panel.prefab  - points to a different part inside menu prefab
#  2035575234:Menu panel.prefab; 310402963:Menu panel.prefab - points to both parts in menu panel
#  2035575234; 310402963 - short version of the previous line
#  2035575234:credits button in menu; 310402963:ship label in menu - same as previous line, but it shows that what's after ':' doesn't matter
#  Beam.cs - some parts of the game don't have loc ctx id, this is an example of it, it can't be used in use-in column
#
# A localization context is a non-changing integer assigned to some particular part of the game. The integer may be
# followed by some text, separated by ':', it is there just for commenting purposes and is ignored by the game.
#
# A longer guide how to edit this file and publish it in Steam Workshop is here:
# https://steamcommunity.com/sharedfiles/filedetails/?id=2244605825

# Display name should be the first non-comment, non-empty line. It marks that all the following lines are in that language.
:displayName English

# Plurals forms are used like described here, except the separator is '|'
# https://developer.mozilla.org/en-US/docs/Mozilla/Localization/Localization_and_Plurals#Developing_with_PluralForm
:mozillaPluralRuleNumber 1

# Columns (only the translation and use-in columns should be edited):
# comment	key	translation	max-len	use-in	usable-in

Beam.cs
	DEFLECT	DEFLECT	0		Beam.cs; Projectile.cs
text	Trying to help... %	Trying to help... %	50		904905753:3 Exo warp Whale wounded RMO.prefab
okButtonText	Let's try our best	Let's try our best	7		1490759374:3 Exo warp Whale wounded RMO.prefab
text	"We do not have enough resources, but we are going to try anyway."	"We do not have enough resources, but we are going to try anyway."	600		1490759374:3 Exo warp Whale wounded RMO.prefab

3 Exo wreck warp ambush.prefab
name2	warp source	warp source	25		620690417:3 Exo wreck warp ambush.prefab
text	Warp life ambush!	Warp life ambush!	50		322676847:3 Exo wreck warp ambush.prefab; 1795884329:3 Exo wreck warp ambush.prefab
title	Partially active warpdrive	Partially active warpdrive	35		1115228902:3 Exo wreck warp ambush.prefab
text2	It seems the ship's warpdrive was partially active, leaking warp waves all over the place. We were able to safely disable it and scavenge the entire vessel.	It seems the ship's warpdrive was partially active, leaking warp waves all over the place. We were able to safely disable it and scavenge the entire vessel.	400		1115228902:3 Exo wreck warp ambush.prefab
title	Ambushed!	Ambushed!	35		1115228905:3 Exo wreck warp ambush.prefab
text2	As we reached the wreckage, a large group of predatory warp animals emerged from warpspace and attacked us! They are using some kind of deathray that penetrates shields and harms our crew directly.	As we reached the wreckage, a large group of predatory warp animals emerged from warpspace and attacked us! They are using some kind of deathray that penetrates shields and harms our crew directly.	400		1115228905:3 Exo wreck warp ambush.prefab
text2	The warp animals flew straight into our mines, resulting in numerous animals being ripped to shreds by the explosions. We were able to put enough distance between us, and they stopped the hunt. Time to repair the damage.	The warp animals flew straight into our mines, resulting in numerous animals being ripped to shreds by the explosions. We were able to put enough distance between us, and they stopped the hunt. Time to repair the damage.	400		1115228904:3 Exo wreck warp ambush.prefab
text	Escape attempt...	Escape attempt...	50		183233593:3 Exo wreck warp ambush.prefab; 222215071:3 Exo wreck warp ambush.prefab; 1385014485:3 Exo wreck warp ambush.prefab; 1788299012:3 Exo wreck warp ambush.prefab
title	Warpdrive retrieved	Warpdrive retrieved	35		2042071117:3 Exo wreck warp ambush.prefab
text2	It seems the ships warpdrive was partially active, leaking warp waves all over the place. We were able to safely disable it and scavenge the entire vessel.	It seems the ships warpdrive was partially active, leaking warp waves all over the place. We were able to safely disable it and scavenge the entire vessel.	400		2042071117:3 Exo wreck warp ambush.prefab
text2	We overcharged the engines with fuel and were able to put enough distance between us and the animals for them to stop the hunt. Time to repair the damage.	We overcharged the engines with fuel and were able to put enough distance between us and the animals for them to stop the hunt. Time to repair the damage.	400		1115228890:3 Exo wreck warp ambush.prefab
text2	We received a few more shots from the hunting animals before they flew into our mines. We then overburned the engines and were able to put enough distance between us to escape the hunt.	We received a few more shots from the hunting animals before they flew into our mines. We then overburned the engines and were able to put enough distance between us to escape the hunt.	400		879271703:3 Exo wreck warp ambush.prefab
title	Warp animal ambush!	Warp animal ambush!	35		1638786590:3 Exo wreck warp ambush.prefab; 417562870:356 wr. digested ship, warp jellyfish attack.prefab
text2	As our bots approached the wreckage, a large group of predatory warp animals emerged from a personal warphole and ate them! Luckily, we were far enough to escape the area. The animals are getting smarter, this looked very much like a planned ambush. Our recordings of their behaviour are worth some xenodata.	As our bots approached the wreckage, a large group of predatory warp animals emerged from a personal warphole and ate them! Luckily, we were far enough to escape the area. The animals are getting smarter, this looked very much like a planned ambush. Our recordings of their behaviour are worth some xenodata.	400		1638786590:3 Exo wreck warp ambush.prefab
title	Surrounded!	Surrounded!	35		72702649:3 Exo wreck warp ambush.prefab
text2	The warp animals managed to surround us! They bombarded us with various rays and then inserted their tentacles into the ship, killing or injuring numerous crewmembers. Ship integrity is failing! Critical damage and casualties reported! The warp swarm has left, however...	The warp animals managed to surround us! They bombarded us with various rays and then inserted their tentacles into the ship, killing or injuring numerous crewmembers. Ship integrity is failing! Critical damage and casualties reported! The warp swarm has left, however...	400		72702649:3 Exo wreck warp ambush.prefab
title	Wreckage	Wreckage	35		1486481263:3 Exo wreck warp ambush.prefab; 531419731:1 P shipwreck in sand 2mt orbital mines.prefab; 1010208271:3 P shipwreck 4mt, maybe defsattelites.prefab; 1383228907:5 P shipwreck squid mo orbital mines.prefab; 1511451396:3 P shipwreck 4mt, maybe defsattelites.prefab; 1997063137:3 Exo wreck warp ambush.prefab
text	Our sensors detect a strong warp charge coming from within the wreckage. Could it be some kind of advanced tech? The ship itself seems to be in a very bad shape. No life detected.	Our sensors detect a strong warp charge coming from within the wreckage. Could it be some kind of advanced tech? The ship itself seems to be in a very bad shape. No life detected.	400		1486481263:3 Exo wreck warp ambush.prefab
choiceText	Investigate with Mothership	Investigate with Mothership	100		1486481263:3 Exo wreck warp ambush.prefab; 475376652:3 P wilderness reserve, O, moonMf and LRsensors.prefab; 627483606:1 P nuclear war ruins MFt, moonTm.prefab; 1122654916:2 P insectoid war ruins FME, moonFE and good nonweapons.prefab; 1947747478:2 P green forest OR, moon ET good nonweapons.prefab
choiceText	Print long-range scouting bots and stay at a safe distance [-40 synthetics]	Print long-range scouting bots and stay at a safe distance [-40 synthetics]	100		1486481263:3 Exo wreck warp ambush.prefab
text	The herd keeps following and shooting at us with their invisible deathrays. Orders?	The herd keeps following and shooting at us with their invisible deathrays. Orders?	400		1997063137:3 Exo wreck warp ambush.prefab
choiceText	Leave printed mines in our trail! [-30 explosives]	Leave printed mines in our trail! [-30 explosives]	100		1997063137:3 Exo wreck warp ambush.prefab
choiceText	Overcharge the engines! [-40 fuel]	Overcharge the engines! [-40 fuel]	100		1997063137:3 Exo wreck warp ambush.prefab
choiceText	Print mines & overcharge the engines! [-30 explosives, -40 fuel]	Print mines & overcharge the engines! [-30 explosives, -40 fuel]	100		1997063137:3 Exo wreck warp ambush.prefab
choiceText	Escape at max speed & hope for best!	Escape at max speed & hope for best!	100		1997063137:3 Exo wreck warp ambush.prefab

4 Exo cargo commercial, mood drugs o.prefab
text	It is a lost cargo container, of standard Old Earth design. These containers were historically used to transport mundane civilian supplies. Scan reveals no active digital technology inside. Should we open it using standard procedure or safety protocols?	It is a lost cargo container, of standard Old Earth design. These containers were historically used to transport mundane civilian supplies. Scan reveals no active digital technology inside. Should we open it using standard procedure or safety protocols?	400		1258989657:4 Exo cargo commercial, mood drugs o.prefab
choiceText	Standard approach	Standard approach	100		1258989657:4 Exo cargo commercial, mood drugs o.prefab
choiceText	Safety protocols [-25 metals]	Safety protocols [-25 metals]	100		1258989657:4 Exo cargo commercial, mood drugs o.prefab; 1891696964:4 Exo lifepod, Co1.prefab
text2	The container was filled with an assortment of various mood-enhancing chemicals. Production data tells they were produced in one of the Jupiter moon bases a couple of years ago. All the mood chems are completely harmless, and prove to be, after initial testing, wonderful.	The container was filled with an assortment of various mood-enhancing chemicals. Production data tells they were produced in one of the Jupiter moon bases a couple of years ago. All the mood chems are completely harmless, and prove to be, after initial testing, wonderful.	400		1808142081:4 Exo cargo commercial, mood drugs o.prefab; 1875347155:4 Exo cargo commercial, mood drugs o.prefab
text	Safety procedures... %	Safety procedures... %	50		1588796986:4 Exo cargo commercial, mood drugs o.prefab

4 Exo cargo primitives module or bomb.prefab
text	It is a cargo container lost by some kind of primitive travellers. The container is not scan-shielded and we can easily see there is a disassembled ship module and a primitive explosive trap inside.	It is a cargo container lost by some kind of primitive travellers. The container is not scan-shielded and we can easily see there is a disassembled ship module and a primitive explosive trap inside.	400		1243939583:4 Exo cargo primitives module or bomb.prefab
choiceText	Attempt to disable trap and get the contents	Attempt to disable trap and get the contents	100		1243939583:4 Exo cargo primitives module or bomb.prefab
text2	Suprisingly, the trap still exploded even though it looked completely disabled. The module inside was damaged beyond repair, but we salvaged what was left of it.	Suprisingly, the trap still exploded even though it looked completely disabled. The module inside was damaged beyond repair, but we salvaged what was left of it.	400		1860297080:4 Exo cargo primitives module or bomb.prefab
